FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"070188","Grandfather Home for Children-Campbell Cottage","240 Grandfather Home Dr.","Banner Elk","NC","28604","Avery","(828)898-5465","MHL","MHL-006-017","Grandfather Home for Children, Inc.",9,12/31/2018
"922917","Yellow Mountain Enterprises","255 Estatoa Avenue","Newland","NC","28657","Avery","(828)733-2944","MHL","MHL-006-001","Avery Assoc. for Exceptional Citizens Inc.",0,12/31/2018
"921486","Beaufort County Developmental Center","1534 West Fifth Street","Washington","NC","27889","Beaufort","(252)946-0151","MHL","MHL-007-002","Beaufort County Developmental Center, Inc.",0,12/31/2018
"921486","Beaufort County Developmental Center","1534 West Fifth Street","Washington","NC","27889","Beaufort","(252)946-0151","MHL","MHL-007-002","Beaufort County Developmental Center, Inc.",0,12/31/2018
"921486","Beaufort County Developmental Center","1534 West Fifth Street","Washington","NC","27889","Beaufort","(252)946-0151","MHL","MHL-007-002","Beaufort County Developmental Center, Inc.",0,12/31/2018
"940072","Beaufort County Group Home #1 (ARC-HUD)","405 East 6th Street","Washington","NC","27889","Beaufort","(252)946-0560","MHL","MHL-007-026","Beaufort County Developmental Center, Inc.",5,12/31/2018
"940073","Beaufort County Group Home #2 (ARC-HDS)","903 East Seventh Street","Washington","NC","27889","Beaufort","(252)946-9786","MHL","MHL-007-027","Beaufort County Developmental Center, Inc.",5,12/31/2018
"170037","Comprehensive Interventions Inc.","731 15th Street","Washington","NC","27889","Beaufort","(252)940-0040","MHL","MHL-007-085","Comprehensive Interventions, Inc.",0,12/31/2018
"160425","Country Living Estates","424 Wharton Station Road","Washington","NC","27889","Beaufort","(252)940-7070","MHL","MHL-007-049","Country Living Guest Home, Inc.",6,12/31/2018
"960153","Country Living Guest Home","3094 Market Street Extension","Washington","NC","27889","Beaufort","(252)975-1875","MHL","MHL-007-032","Country Living Guest Home, Inc.",6,12/31/2018
"980884","Country Living Guest Home #2","3052 Market Street Extension","Washington","NC","27889","Beaufort","(252)975-0713","MHL","MHL-007-033","Country Living Guest Home, Inc.",6,12/31/2018
"060908","Country Living Guest Home #5","204 Stewart Drive","Washington","NC","27889","Beaufort","(252)946-0319","MHL","MHL-007-058","Country Living Guest Home, Inc.",6,12/31/2018
"100270","Country Living Guest Home #6","252 Dan Taylor Road","Washington","NC","27889","Beaufort","(252)946-6374","MHL","MHL-007-076","Country Living Guest Home, Inc.",6,12/31/2018
"120222","Country Living Guest Home #7","207 West 11th Street","Washington","NC","27889","Beaufort","(252)940-0533","MHL","MHL-007-080","Country Living Guest Home, Inc.",6,12/31/2018
"941325","Country Living Guest Home #8","618 Plant Street","Washington","NC","27889","Beaufort","(252)940-0230","MHL","MHL-007-079","Country Living Guest Home, Inc.",6,12/31/2018
"110258","D.R.E.A.M. Provider Care Svcs. Outpatient Trtmt Ctr.","216 Stewart Parkway","Washington","NC","27889","Beaufort","(252)946-0585","MHL","MHL-007-077","D.R.E.A.M. Provider Care Services, Inc.",0,12/31/2018
"110258","D.R.E.A.M. Provider Care Svcs. Outpatient Trtmt Ctr.","216 Stewart Parkway","Washington","NC","27889","Beaufort","(252)946-0585","MHL","MHL-007-077","D.R.E.A.M. Provider Care Services, Inc.",0,12/31/2018
"110258","D.R.E.A.M. Provider Care Svcs. Outpatient Trtmt Ctr.","216 Stewart Parkway","Washington","NC","27889","Beaufort","(252)946-0585","MHL","MHL-007-077","D.R.E.A.M. Provider Care Services, Inc.",0,12/31/2018
"956891","LIFE, Inc./Beaufort Heights Group Home","103 Circle Street","Washington","NC","27889","Beaufort","(252)946-4133","MHL","MHL-007-014","LIFE, Inc.",6,12/31/2018
"921767","LIFE, Inc./Dixon Road Group Home","1383 Dixon Road","Chocowinity","NC","27817","Beaufort","(252)975-1220","MHL","MHL-007-008","LIFE, Inc.",6,12/31/2018
"956892","LIFE, Inc./Minute Man Group Home","388 Minute Man Lane","Washington","NC","27889","Beaufort","(252)946-5563","MHL","MHL-007-015","LIFE, Inc.",6,12/31/2018
"921798","Life, Inc./Edgewood Group Home","77 Edgewood Drive","Chocowinity","NC","27817","Beaufort","(252)975-6468","MHL","MHL-007-006","LIFE, Inc.",6,12/31/2018
"955501","Life, Inc./Slatestone Road Group Home","332 Slatestone Road","Washington","NC","27889","Beaufort","(252)946-9055","MHL","MHL-007-013","Life, Inc.",6,12/31/2018
"160545","Life, Inc./Washington Day Program","1827 Carolina Avenue","Washington","NC","27889","Beaufort","(252)974-2600","MHL","MHL-007-016","Life, Inc.",0,12/31/2018
"070690","Lifequest, Inc.","230 East 8th Street","Washington","NC","27889","Beaufort","(252)975-8080","MHL","MHL-007-038","Lifequest, Inc.",0,12/31/2018
"070690","Lifequest, Inc.","230 East 8th Street","Washington","NC","27889","Beaufort","(252)975-8080","MHL","MHL-007-038","Lifequest, Inc.",0,12/31/2018
"922759","PORT Health Services-Ray G. Silverthorne Crisis Center","1379 Cowell Farm Road","Washington","NC","27889","Beaufort","(252)975-8852","MHL","MHL-007-081","PORT Health Services",9,12/31/2018
"922759","PORT Health Services-Ray G. Silverthorne Crisis Center","1379 Cowell Farm Road","Washington","NC","27889","Beaufort","(252)975-8852","MHL","MHL-007-081","PORT Health Services",9,12/31/2018
"922429","Plant Street","619 Plant Street","Washington","NC","27889","Beaufort","(252)946-7094","MHL","MHL-007-072","Monarch",6,12/31/2018
"921369","Wooded Acres #1","3706 Cherry Road","Washington","NC","27889","Beaufort","(252)946-6245","MHL","MHL-007-053","Wooded Acres Guest Home, Inc.",6,12/31/2018
"060473","Wooded Acres #2","3644 Cherry Road","Washington","NC","27889","Beaufort","(252)940-1836","MHL","MHL-007-054","Wooded Acres Guest Home, Inc.",6,12/31/2018
"040564","Wooded Acres #3","3680 Cherry Road","Washington","NC","27889","Beaufort","(252)946-5997","MHL","MHL-007-055","Wooded Acres Guest Home, Inc.",6,12/31/2018
"050550","Wooded Acres #4","3650 CHERRY RD","WASHINGTON","NC","27889","Beaufort","(252)946-1838","MHL","MHL-007-056","Wooded Acres Guest Home, Inc.",6,12/31/2018
"944482","Bertie Camden","301 West Camden Street","Windsor","NC","27983","Bertie","(252)794-6544","MHL","MHL-008-050","Solid Foundation Facilities, Inc.",6,12/31/2018
"960448","Corday Place","222 Ward Road","Windsor","NC","27983","Bertie","(252)794-2066","MHL","MHL-008-053","Solid Foundation Facilities, Inc.",3,12/31/2018
"020243","Deacon's Dan's Place","222-C Ward Road","Windsor","NC","27983","Bertie","(252)794-9486","MHL","MHL-008-007","Solid Foundation Facilities, Inc.",4,12/31/2018
"990506","East Creek","222-B Ward Road","Windsor","NC","27983","Bertie","(252)794-3392","MHL","MHL-008-012","Solid Foundation Facilities, Inc.",3,12/31/2018
"961028","Farmwood","220 Ward Road","Windsor","NC","27983","Bertie","(252)794-4743","MHL","MHL-008-006","Solid Foundation Facilities, Inc.",4,12/31/2018
"970807","Hillcrest Place","110 Hillcrest Drive","Windsor","NC","27983","Bertie","(252)794-4526","MHL","MHL-008-045","Solid Foundation Facilities, Inc.",3,12/31/2018
"041234","Mary Gladys","208 Dundee Street","Windsor","NC","27983","Bertie","(252)794-2386","MHL","MHL-008-018","Solid Foundation Facilities, Inc.",0,12/31/2018
"090134","Rachel's House Day Treatment","1212 Charles Street","Windsor","NC","27983","Bertie","(252)794-8503","MHL","MHL-008-044","Rachel's House",0,12/31/2018
"090134","Rachel's House Day Treatment","1212 Charles Street","Windsor","NC","27983","Bertie","(252)794-8503","MHL","MHL-008-044","Rachel's House",0,12/31/2018
"000400","West Creek","220-B Ward Road","Windsor","NC","27983","Bertie","(252)794-4610","MHL","MHL-008-014","Solid Foundation Facilities, Inc.",3,12/31/2018
"970114","Bladen County #1 Millbranch","715 East Bladen Street","Bladenboro","NC","28320","Bladen","(910)809-0044","MHL","MHL-009-040","RHA Health Services NC, LLC",6,12/31/2018
"970115","Bladen County #2 Riverwood","706 West Swanzy Street","Elizabethtown","NC","28387","Bladen","(910)862-8291","MHL","MHL-009-041","RHA Health Services NC, LLC",6,12/31/2018
"090825","Bladen Opportunities Unlimited","412B Peanut Road","Elizabethtown","NC","28337","Bladen","(910)863-4137","MHL","MHL-009-028","Monarch",0,12/31/2018
"120619","Carolinas Home Care Agency Inc.","1107 West Broad Street, Suite E4 & E6","Elizabethtown","NC","28337","Bladen","(910)862-2991","MHL","MHL-009-044","Carolinas Home Care Agency Inc.",0,12/31/2018
"130017","Carolinas Home Care Agency Inc.","1204 West Swanzy Street","Elizabethtown","NC","28337","Bladen","(910)862-1515","MHL","MHL-009-043","Carolinas Home Care Agency, Inc.",0,12/31/2018
"130017","Carolinas Home Care Agency Inc.","1204 West Swanzy Street","Elizabethtown","NC","28337","Bladen","(910)862-1515","MHL","MHL-009-043","Carolinas Home Care Agency, Inc.",0,12/31/2018
"041651","Carolinas Home Care Agency, Inc.","1468 Richardson Rd","Bladenboro","NC","28320","Bladen","(910)648-2166","MHL","MHL-009-024","Carolinas Home Care Agency, Inc.",5,12/31/2018
"110552","Coastal Southeastern United Care","818 South Main Street, Unit B","Bladenboro","NC","28320","Bladen","(910)863-4000","MHL","MHL-009-042","Coastal Southeastern United Care, LLC",0,12/31/2018
"110552","Coastal Southeastern United Care","818 South Main Street, Unit B","Bladenboro","NC","28320","Bladen","(910)863-4000","MHL","MHL-009-042","Coastal Southeastern United Care, LLC",0,12/31/2018
"090679","Elizabethtown Primary Day Treatment","301 Mercer Mill Road","Elizabethtown","NC","28337","Bladen","(910)879-9996","MHL","MHL-009-035","Le'Chris Behavioral Health Services, Inc.",0,12/31/2018
"150148","Life Bridge Drug and Substance Abuse, Inc.","200 West Broad Street","Elizabethtown","NC","28337","Bladen","(910)738-7880","MHL","MHL-009-045","Life Bridge Drug and Substance Abuse, Inc.",0,12/31/2018
"150148","Life Bridge Drug and Substance Abuse, Inc.","200 West Broad Street","Elizabethtown","NC","28337","Bladen","(910)738-7880","MHL","MHL-009-045","Life Bridge Drug and Substance Abuse, Inc.",0,12/31/2018
"922227","Midlake Residential","68 Hillside Street","Clarkton","NC","28433","Bladen","(910)647-4421","MHL","MHL-009-010","Community Innovations, Inc.",6,12/31/2018
"922313","Northridge Residential","68 Mitchell Ford Road","Clarkton","NC","28433","Bladen","(910)647-2801","MHL","MHL-009-009","Community Innovations, Inc.",6,12/31/2018
"170234","Sandhills Behavioral Center, Inc.","119 Courthouse Drive","Elizabethtown","NC","28337","Bladen","(910)247-6633","MHL","MHL-009-046","Sandhills Behavioral Center, Inc.",0,12/31/2018
"170234","Sandhills Behavioral Center, Inc.","119 Courthouse Drive","Elizabethtown","NC","28337","Bladen","(910)247-6633","MHL","MHL-009-046","Sandhills Behavioral Center, Inc.",0,12/31/2018
"170370","A Caring Heart AFL 2","1068 Victoria Lane NE","Navassa","NC","28451","Brunswick","(910)794-6949","MHL","MHL-010-088","A Caring Heart Case Management, Inc.",1,12/31/2018
"120636","A Helping Hand of Wilmington","324-R Village Road","Leland","NC","28451","Brunswick","(910)796-6868","MHL","MHL-010-082","A Helping Hand of Wilmington, LLC",0,12/31/2018
"160067","Alexander Youth Network - Bolivia Day Treatment","4036 Business 17 East, Building 600","Bolivia","NC","28422","Brunswick","(910)703-8800","MHL","MHL-010-083","Alexander Youth Network",0,12/31/2018
"100832","Benya AFL","800 Joseph Willetts Drive SE","Winnabow","NC","28479","Brunswick","(910)253-6214","MHL","MHL-010-077","Sheri Benya",3,12/31/2018
"921540","Brunswick Interagency Program","50 College Road","Bolivia","NC","28422","Brunswick","(910)755-7371","MHL","MHL-010-001","Brunswick Community College",0,12/31/2018
"091024","Coastal Horizons Center, Inc.","120 Coastal Horizons Center Drive","Shallotte","NC","28470","Brunswick","(910)754-4515","MHL","MHL-010-071","Coastal Horizons Center, Inc.",0,12/31/2018
"091024","Coastal Horizons Center, Inc.","120 Coastal Horizons Center Drive","Shallotte","NC","28470","Brunswick","(910)754-4515","MHL","MHL-010-071","Coastal Horizons Center, Inc.",0,12/31/2018
"170181","Coastal Southeastern United Care","10 Referendum Drive NE # F115","Bolivia","NC","28422","Brunswick","(910)253-5801","MHL","MHL-010-086","Coastal Southeastern United Care, LLC",0,12/31/2018
"170181","Coastal Southeastern United Care","10 Referendum Drive NE # F115","Bolivia","NC","28422","Brunswick","(910)253-5801","MHL","MHL-010-086","Coastal Southeastern United Care, LLC",0,12/31/2018
"170113","James AFL Home","931 Church Street","Navassa","NC","28451","Brunswick","(910)604-4473","MHL","MHL-010-085","Turning Point Services, Inc.",2,12/31/2018
"080415","LIFE, Inc. /Leland Day Program","117 J Village Road","Leland","NC","28451","Brunswick","(910)371-0230","MHL","MHL-010-064","Life, Inc.",0,12/31/2018
"921857","Life, Inc./Folly Street Group Home","65 Folly Street SW","Supply","NC","28462","Brunswick","(910)754-2855","MHL","MHL-010-008","Life, Inc.",6,12/31/2018
"922152","Life, Inc./Lockwood Street Group Home","156 Country Side Drive","Supply","NC","28462","Brunswick","(910)754-2854","MHL","MHL-010-009","Life, Inc.",6,12/31/2018
"160368","Lindley College IX","1513 North Howe Street, Suite H","Southport","NC","28461","Brunswick","(910)477-6199","MHL","MHL-010-084","Lindley Habilitation Services, Inc.",0,12/31/2018
"922561","Shallotte House","4763 Milliken Street","Shallotte","NC","28459","Brunswick","(910)251-6616","MHL","MHL-010-075","RHA Health Services NC, LLC",6,12/31/2018
"170449","Shallotte Treatment Associates","4437 Main Street","Shallotte","NC","28470","Brunswick","(910)754-4449","MHL","MHL-010-089","Treatment Centers, LLC",0,12/31/2018
"010079","South Brunswick Counseling Service","5285-22 S. Main Street","Shallotte","NC","28459","Brunswick","(910)754-5887","MHL","MHL-010-079","Journeys LLC",0,12/31/2018
"120154","South Brunswick Counseling Service","804 N. Howe Street","Southport","NC","28461","Brunswick","(910)454-4040","MHL","MHL-010-080","Journeys LLC",0,12/31/2018
"170232","The Palms Health and Wellness, LLC","1 Medical Center Drive","Supply","NC","28462","Brunswick","(910)754-7155","MHL","MHL-010-090","The Palms Health and Wellness, LLC",0,12/31/2018
"170232","The Palms Health and Wellness, LLC","1 Medical Center Drive","Supply","NC","28462","Brunswick","(910)754-7155","MHL","MHL-010-090","The Palms Health and Wellness, LLC",0,12/31/2018
"061020","The Trinity Home","1117 Old Fayetteville Road","Leland","NC","28451","Brunswick","(910)371-1066","MHL","MHL-010-057","Focus, LLC",4,12/31/2018
"970501","Wallbrown Home","949 North Shore Drive - BSL","Southport","NC","28461","Brunswick","(910)845-3553","MHL","MHL-010-020","Wallbrown Home, Inc.",3,12/31/2018
"970501","Wallbrown Home","949 North Shore Drive - BSL","Southport","NC","28461","Brunswick","(910)845-3553","MHL","MHL-010-020","Wallbrown Home, Inc.",3,12/31/2018
"120231","Wallbrown Home Inc.","99 Highpoint Road","Southport","NC","28461","Brunswick","(910)351-0123","MHL","MHL-010-081","Wallbrown Home Inc.",3,12/31/2018
"170186","Wilkins Home","9540 Lily Pond Court","Leland","NC","28451","Brunswick","(910)833-7616","MHL","MHL-010-087","HomeCare Management Corporation",2,12/31/2018
"160192","All In One Day Hab Service","530 Merrimon Avenue, Suite E","Asheville","NC","28804","Buncombe","(828)225-5115","MHL","MHL-011-334","Ona's Place, Inc.",0,12/31/2018
"170143","Asheville Recovery Center, LLC","9 Old Burnsville Hill Road, Suite 7","Asheville","NC","28804","Buncombe","(828)252-4202","MHL","MHL-011-404","Asheville Recovery Center, LLC",0,12/31/2018
"170143","Asheville Recovery Center, LLC","9 Old Burnsville Hill Road, Suite 7","Asheville","NC","28804","Buncombe","(828)252-4202","MHL","MHL-011-404","Asheville Recovery Center, LLC",0,12/31/2018
"101222","BHG Asheville Treatment Center","18 Wedgefield Drive","Asheville","NC","28806","Buncombe","(828)252-8748","MHL","MHL-011-378","BHG XXXVI, LLC",0,12/31/2018
"170249","Beacon Lodge","4 Shope Creek Estates Road","Asheville","NC","28805","Buncombe","(828)412-5311","MHL","MHL-011-410","Davidson Homes, Inc.",3,12/31/2018
"030803","Beverly's Place","211 Mountain Crest Road","Swanannoa","NC","28778","Buncombe","(828)686-0602","MHL","MHL-011-357","North Carolina Outreach Home Care, LLC",3,12/31/2018
"920031","Biltmore Housing","82 Bradley Branch Road","Arden","NC","28704","Buncombe","(828)676-1129","MHL","MHL-011-344","Biltmore Housing, Inc.",6,12/31/2018
"922418","Blue Ridge Homes","91 Poplar Circle","Swannanoa","NC","28778","Buncombe","(828)686-7385","MHL","MHL-011-007","Blue Ridge Area Foundation, Inc.",32,12/31/2018
"130296","Buncombe County New Beginnings Day Treatment Program","730 Old Highway 70, Classroom #400 & #401","Swannanoa","NC","28778","Buncombe","(828)686-7739","MHL","MHL-011-362","A Caring Alternative, LLC",0,12/31/2018
"130300","Buncombe County OASIS Day Treatment Program","108 Elk Mountain Road, Classroom 106","Asheville","NC","28806","Buncombe","(828)232-4287","MHL","MHL-011-363","A Caring Alternative, LLC",0,12/31/2018
