FID,STYPE,FACILITY,FADDR1,FADDR2,FCITY,FSTATE,FZIP,FCOUNTY,FPHONE,FEXTEN,FFAX,OBN1,OBN2,SADDR,SCITY,SSTATE,SZIP,ICF,LICNO,LICENSEE,ODATE,EFFECTIVE,EXPIRES,FULL,SAELIGIBLE,CAPACITY,NFTOTAL,HATOTAL,LTCTOTAL,HTOTAL,TOTALBEDS,HGENLIC,REHABHLIC,PSYLIC,SALIC,DETOXLIC,HOSLIC,RSRCHLIC,OTHRHLIC,ALZLIC,HIVLIC,REHABNLIC,TBILIC,VENLIC,OTHNFLIC,NFGENLIC,HAALZLIC,HAHIVLIC,HAGENLIC,RETIREBEDS,CONCARE,ADCP,HOSPICE,RESPITE,REHAB,HOMECARE,SUBACUBEDS,CONSUBACUT,HCACAT,HOSCAT,NPCAT,NSGSVCS,NSGINTSV,NSGPDSV,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,PMSV,DMESV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,HOSSV,ADMNAME,ADMPHONE,DONNAME,MGMTNAME,MGMTADDR,PARNAME,PARADDR,OWNER,OWNERADDR,HOLDSTYPE
"921706","Mental Health Homes","Country Manor Group Home","501-C South Wall Street","","Benson","NC","27504","Johnston","(919)934-9424","","(919)894-1488","","","1070 Packing Plant Road","Smithfield","NC","27577",T,"MHL-051-009","RHA Health Services NC, LLC",04/01/1986,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Fred Nelson","(919)894-5124","","RAHA Health Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"944710","Mental Health Homes","Countryview Residential","1011A Onsville Drive","","Jacksonville","NC","28546","Onslow","(910)455-5863","","(910)455-2599","","","359 Firetower Road","Richlands","NC","28574",T,"MHL-067-019","Community Innovations, Inc.",08/01/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Laura Jacobs","(910)642-5697","","","","Saguard Group LLC","3210 Fairhill Drive Raleigh, NC 28472","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"921718","Mental Health Homes","Creekside Group Home","P.O. Box 1080","","Lenoir","NC","28645","Caldwell","(828)757-9560","","(828)728-9953","","","723 Hills Farm Street","Lenoir","NC","28645",T,"MHL-014-025","ComServ, Inc.",03/02/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Paige Anderson","(828)728-9288","","ComServ, Inc.","PO Box 1080 Lenoir, NC 28645","","","Dawn Kellly","","MHL"
"955486","Mental Health Homes","Crest Road Group Home","401 Robeson Street","","Fayetteville","NC","28301","Moore","(910)246-2272","","(910)491-1000","","","114 Greenhouse Lane","Southern Pines","NC","28387",T,"MHL-063-104","Greater Image Healthcare, Corp.",08/14/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Gloria Johnson","(910)321-0069","","","","","","Gloria D Johnson","","MHL"
"080818","Mental Health Homes","Curry House","1793 Briley Road","","Greenville","NC","27834","Pitt","(252)752-0516","","(252)752-0514","","","1793  Briley Road","Greenville","NC","27834",T,"MHL-074-240","RHA Health Services NC, LLC",08/22/2012,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Cynthia Stevens","(252)752-0516","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921730","Mental Health Homes","Dal-Wan Heights Group Home","190 Commerce Blvd.","","Statesville","NC","28625","Iredell","(704)872-2583","","(704)872-3651","","","748 Sharon Dr.","Statesville","NC","28625",T,"MHL-049-018","RHA Health Services NC, LLC",04/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-2583","","RHA Health Management Services, LLC","17 Church St Asheville, NC 28801-","Residential Healthcare Affiliates Inc","1200 Ridgefield Blvd.  Suite 270 Asheville, NC 28806","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921731","Mental Health Homes","Dalmoor Drive Group Home","2211-A Executive Street","","Charlotte","NC","28208-3655","Mecklenburg","(704)567-1531","","(704)567-1278","","","4400 Dalmoor Drive","Charlotte","NC","28212",T,"MHL-060-118","Autism Services of Mecklenburg County, Inc.",02/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr J M Phillips","(704)392-9220","","","","","","J M Phillips","","MHL"
"921735","Mental Health Homes","Dartmouth Road Group Home","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)782-2895","","(919)782-2895","","","210 Dartmouth Road","Raleigh","NC","27606",T,"MHL-092-022","Educare Community Living Corporation - North Carolina",04/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Keisha Douglas","(919)387-1011","","","","ResCare Inc","10140 Linn Station Road, Ronald Geary, Pres. Louisville, KY 40223","Patrick Kelley","","MHL"
"955398","Mental Health Homes","Daughtry Field Road Group Home","PO Box 11077","","Goldsboro","NC","27532","Wayne","(919)734-8803","","(919)735-9643","","","135 Daughtry Field Road","Mount Olive","NC","28365",T,"MHL-096-037","Nova IC, Inc.",01/18/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly D Ford","","MHL"
"921760","Mental Health Homes","Dickens Drive Home","1310 Corporation Parkway, Suite H","","Raleigh","NC","27610","Wake","(919)250-1907","","(919)255-9029","","","113 Dickens Drive","Raleigh","NC","27610",T,"MHL-092-104","Autism Services, Inc.",04/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Alyse Shirley","(919)255-9011","","ARC-HDS","5509 A WEST FRIENDLY AVE, SUITE 101 GREENSBORO, NC 27410","","","Alyse Shirley","","MHL"
"921769","Mental Health Homes","Dogwood House","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Craven","(252)638-2845","","(252)514-4739","","","2401 Dogwood Drive","New Bern","NC","28560",T,"MHL-025-007","Monarch",06/01/1986,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christy Shaver","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"921774","Mental Health Homes","Dove Road Home","2527 E. Lyon Station Rd","","Creedmoor","NC","27522","Granville","(919)528-2558","","(919)528-2971","","","102 Dove Road","Creedmoor","NC","27522",T,"MHL-039-004","RHA Health Services NC, LLC",11/01/1989,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Carlos Scott","(919)528-2558","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","RHA Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921792","Mental Health Homes","Eastbrook","15235 Airport Road","","Maxton","NC","28364","Robeson","(910)843-3804","","(910)844-9668","","","110 Eastbrook Drive","Red Springs","NC","28377",T,"MHL-078-010","RHA Health Services NC, LLC",04/01/1989,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Randy R Robinson","(910)843-3804","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church St. Asheville, NC 28801","MHL"
"955559","Mental Health Homes","Ellendale Group Home","P.O. Box 1080","","Lenoir","NC","28645","Alexander","(828)632-7615","","(828)728-9953","","","4165 NC Highway 127","Taylorsville","NC","28681",T,"MHL-002-010","ComServ, Inc.",03/17/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Paige Anderson","(828)728-9288","","ComServ, Inc.","P.O. Box 1080 Lenoir, NC 28645-","","","Dawn Kelly","","MHL"
"080688","Mental Health Homes","Emory Road Home","145 Cane Creek Ind. Park Rd Ste 250","","Fletcher","NC","28732","Buncombe","(828)252-5008","","(828)684-1553","","","20 Emory Road","Asheville","NC","28806",T,"MHL-011-351","RHA Health Services NC, LLC",10/11/2012,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jane Rollins","(828)684-1940","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"080760","Mental Health Homes","Enoch Drive","818 Tyvola Road, Suite 104","","Charlotte","NC","28217","Mecklenburg","(704)405-1518","","(704)558-4773","","","4109  Enoch Drive","Charlotte","NC","28269",T,"MHL-060-1273","VOCA Corporation of North Carolina",11/04/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Denise Derkowski","(704)405-1518","","","","","","Dennis Roberts","","MHL"
"921813","Mental Health Homes","Erwin #2 Group Home","501-C South Wall Street","","Benson","NC","27504","Harnett","(910)897-2854","","(919)894-1488","","","202 West B Street","Erwin","NC","28339",T,"MHL-043-013","RHA Health Services NC, LLC",06/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Fred Nelson","(910)897-2854","","RHA Health Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921814","Mental Health Homes","Erwin Avenue Home","501-C South Wall Street","","Benson","NC","27504","Harnett","(910)897-8093","","(919)894-1488","","","100 Erwin Avenue","Erwin","NC","28339",T,"MHL-043-006","RHA Health Services NC, LLC",06/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Fred Nelson","(910)897-8093","","RHA Health Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Rd NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"944892","Mental Health Homes","Extra Special Care","PO Box 99778","","Raleigh","NC","27624","Cumberland","(910)491-2383","","(910)491-2383","","","6214 Kilmory Drive","Fayetteville","NC","28304",T,"MHL-026-947","Carter Clinic, P.A.",11/07/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Melody Thomas","(910)864-0644","","","","","","Myleme O Harrison","","MHL"
"921835","Mental Health Homes","Fanjoy Home #1","190 Commerce Boulevard","","Statesville","NC","28625","Iredell","(704)872-3257","","(704)872-3651","","","235 Fanjoy Road","Statesville","NC","28625",T,"MHL-049-014","RHA Health Services NC, LLC",04/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-3257","","RHA Health Management Services, LLC","17 Church St Asheville, NC 28801","Resource Healthcare of America Inc","One Buckhead Plaza,  suite 900, 3060 Peachtree Road, NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921836","Mental Health Homes","Fanjoy Home #2","190 Commerce Boulevard","","Statesville","NC","28625","Iredell","(704)872-3257","","(704)872-3651","","","450 Twin Oaks Road","Statesville","NC","28625",T,"MHL-049-020","RHA Health Services NC, LLC",09/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-3257","","RHA Health Management Services, LLC","17 Church St Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921849","Mental Health Homes","Flowe Drive Group Home","1511 Shopton Rd, Suite A","","Charlotte","NC","28217","Mecklenburg","(704)598-6002","","(704)944-5102","","","628 Flowe Drive","Charlotte","NC","28213",T,"MHL-060-150","Lifespan Incorporated",01/01/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sonya Reid","(704)393-5916","","","","","","Davan M Cloninger","","MHL"
"921875","Mental Health Homes","Forest Bend Group Home","145 Cane Creek Ind. Park Rd, Ste250","","Fletcher","NC","28732","Transylvania","(828)877-4062","","(828)684-1553","","","47 S Oak Street","Brevard","NC","28712",T,"MHL-088-017","RHA Health Services NC, LLC",10/01/2006,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jane Rollins","(828)698-0623","","RHA Health Management Serivces, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921876","Mental Health Homes","Forest Creek Group Home","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)833-1371","","(919)833-1371","","","5117 Forest Creek Drive","Raleigh","NC","27606",T,"MHL-092-044","Educare Community Living Corporation - North Carolina",02/01/1989,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)387-1011","","","","EduCare Community Living Corp-NC","10140 Linn Station Road, VOCA-EduCare Louisville, KY 40223","Patrick Kelley","","MHL"
"956225","Mental Health Homes","Forest Hills Group Home","1793 Briley Road","","Greenville","NC","27834","Pitt","(252)756-6467","","(252)752-0514","","","1913 Forest Hills Drive","Greenville","NC","27834",T,"MHL-074-050","RHA Health Services NC, LLC",08/15/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Cynthia Stevens","(252)756-6467","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","Resource Healthcare of America Inc","One Buckhead Plaza   suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921878","Mental Health Homes","Forsyth Group Home #1","1701 Westchester Dr, Ste. 940","","High Point","NC","27262","Forsyth","(336)996-7457","","(336)885-5092","","","216 Linville Springs Road","Kernersville","NC","27284",T,"MHL-034-042","RHA Health Services NC, LLC",02/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)996-7457","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Rd NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921880","Mental Health Homes","Forsyth Group Home #2","1701 Westchester Dr., Ste. 940","","High Point","NC","27262","Forsyth","(336)885-5090","","(336)885-5092","","","8460 Belews Creek Road","Belews Creek","NC","27009",T,"MHL-034-043","RHA Health Services NC, LLC",02/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)885-5090","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Rd NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"091034","Mental Health Homes","Fox Run Group Home","5840 Greenwood Avenue","","LaGrange","NC","28551","Lenoir","(252)566-9543","","(252)566-2912","","","3845 Robin's Nest Road","LaGrange","NC","28551",T,"MHL-054-141","RHA Health Services NC, LLC",12/15/2009,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Luanne Davis","(252)566-9181","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"944323","Mental Health Homes","Frank Street ICF/MR","PO Box 721","","Roxboro","NC","27573","Person","(336)599-6722","","(336)599-7220","","","719 Frank Street","Roxboro","NC","27573",T,"MHL-073-012","Person County Group Homes, Inc.",01/26/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr David Forsythe","(336)599-9421","","","","","","David Forsythe","","MHL"
"921886","Mental Health Homes","Franklin Group Home","905-A North New Hope Road","","Gastonia","NC","28054","Gaston","(704)866-7084","","(704)868-2154","","","1101 East Franklin Boulevard","Gastonia","NC","28054",T,"MHL-036-046","Gaston Residential Services- ICF/MR, Inc.",12/01/1992,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Tonda S Stillwell","(704)861-9280","","The Arc of North Carolina","5509 A West Friendly Avenue Suite 1 Greensboro, NC 27410","","","Rita Thuot","","MHL"
"921889","Mental Health Homes","Friendway Group Home","1910 N Church St, Units 3B&4A","","Greensboro","NC","27405","Guilford","(336)852-2636","","(336)370-1023","","","202 Friendway Road","Greensboro","NC","27409",T,"MHL-041-070","Community Innovations, Inc.",03/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sheila Eshiet","(336)852-2636","","","","","","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"061091","Mental Health Homes","Gail B. Hanks Group Home","2211A Executive Street","","Charlotte","NC","28208-3655","Mecklenburg","(704)391-5559","","(704)392-9221","","","5917 Rowan Way","Charlotte","NC","28214-2403",T,"MHL-060-514","Autism Services of Mecklenburg County, Inc.",03/01/1999,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"J M Phillips","(704)392-9220","","","","","","J M Phillips","","MHL"
"922016","Mental Health Homes","Gatewood","1508 Gatewood avenue","","Greensboro","NC","27405","Guilford","(336)273-6105","","(336)271-6984","","","1508 Gatewood Avenue","Greensboro","NC","27405",T,"MHL-041-055","RHA Health Services NC, LLC",02/01/1989,01/01/2018,12/31/2018,T,F,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)273-6105","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Reaource Healthcare of America Inc","One Buckhead Plaza,  Suite 900, 3060 Peachtree road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921907","Mental Health Homes","Georgia Court","1200 Navaho Drive","","Raleigh","NC","27609","Wake","(919)467-2857","","(919)467-2857","","","107 Miss Georgia Court","Cary","NC","27511",T,"MHL-092-041","Educare Community Living Corporation - North Carolina",08/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Duke Nyabera","(919)387-1011","","","","ResCare Inc","10140 Linn Station Road Louisville, KY 40223","Patrick Q Kelley","","MHL"
"922508","Mental Health Homes","Granville ICF/MR Group Home","2527 E. Lyon Station Rd","","Creedmoor","NC","27522","Granville","(919)693-4610","","(919)528-2971","","","5509 Dorsey  Road","Oxford","NC","27565",T,"MHL-039-041","RHA Health Services NC, LLC",07/01/2007,01/01/2018,12/31/2018,T,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Carlos Scott","(919)528-2558","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921928","Mental Health Homes","Greenville Loop Group Home","1316 S. 16th Street","","Wilmington","NC","28401","New Hanover","(910)762-1189","","(910)762-1301","","","6100 Greenville Loop Road","Wilmington","NC","28409",T,"MHL-065-014","Lifetime Resources, Inc.",09/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr Robert T Thacker Jr","(910)762-1189","","","","","","Robert T Thacker Jr","","MHL"
"921934","Mental Health Homes","Guilford #1","1701 Westchester Dr., Ste. 940","","High Point","NC","27262","Guilford","(336)298-6688","","(336)855-5092","","","416 Boxwood Drive","Greensboro","NC","27410",T,"MHL-041-078","RHA Health Services NC, LLC",10/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)294-6688","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"921935","Mental Health Homes","Guilford #2","1701 Westchester Dr., Ste. 940","","High Point","NC","27262","Guilford","(336)288-1900","","(336)885-5092","","","1800 Strathmore Drive","Greensboro","NC","27410",T,"MHL-041-080","RHA Health Services NC, LLC",11/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Shelia Shaw","(336)885-5090","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1107-A East Mountain Street, RHA/North Carolina MR, Inc. Kernersville, NC 27285-","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
