XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
"Rockingham","A Touch of Love Family Care",6,"Gloria Watlington","334 Zeb Road","Gibsonville","NC","27249","312 Church St","","Reidsville","NC","27620","(336)340-6856","(336)349-8935","FCL-079-108","040378","Active",4
"Rockingham","Beverly Rucker's Family Care Home",4,"Beverly Rucker Family Care Home, Inc","1123 Crutchfield Road","Reidsville","NC","27320","1123 Crutchfield Road","","Reidsville","NC","27320","(336)349-5380","(336)349-2873","FCL-079-031","920097","Active",3
"Rockingham","Beverly Rucker's Family Care Home #2",6,"Beverly Rucker Family Care Home, Inc","503 N. E. Market Street","Reidsville","NC","27320","503 N. E. Market Street","","Reidsville","NC","27320","(336)634-0965","(336)349-2873","FCL-079-033","956927","Active",3
"Rockingham","Caylee Place",6,"Graceson Manor Adult Care LLC","538 Warriner Street","Reidsville","NC","27320","PO Box 2361","","Reidsville","NC","27323-2361","(336)394-4403","(336)394-4097","FCL-079-091","920660","Active",4
"Rockingham","Chilton Family Care Home",6,"Chilton Properties, Inc","135 Turner Farm Lane","Reidsville","NC","27320","135 Turner Farm Lane","","Reidsville","NC","27320","(336)634-1631","(336)342-4458","FCL-079-093","960220","Active",4
"Rockingham","Community Christian",5,"Linda Carter Smoak","302 N 2nd Avenue","Mayodan","NC","27027","3780 Price Road","","Stoneville","NC","27048","(336)634-2448","(888)371-8216","FCL-079-105","160129","New",0
"Rockingham","Daphne's Family Care Home",6,"Daphne G.  Williamson","802 Crutchfield Road","Reidsville","NC","27320","P.O. Box 1027","","Reidsville","NC","27323","(336)939-2239","(336)939-2235","FCL-079-080","920493","Active",4
"Rockingham","Ezana's Scarlet Oaks",6,"But God, Inc.","199 East Aiken Rd","Eden","NC","27288","199 East Aiken Rd","","Eden","NC","27288","(336)623-7715","(336)612-2344","FCL-079-106","921065","Active",3
"Rockingham","Faith Beyond Measure",5,"But God, Inc.","1408 Fieldcrest Road","Eden","NC","27288","1408 Fieldcrest Road","","Eden","NC","27288","(336)635-9347","(336)635-9371","FCL-079-107","090046","Active",3
"Rockingham","Faithworks Assisted Living",6,"Zack and Jacqueline Martin","814 Lindsey Street","Reidsville","NC","27320-3112","814 Lindsey St","","Reidsville","NC","27320-3112","(336)394-4216","(336)394-4216","FCL-079-067","070668","Active",3
"Rockingham","Holt Family Care",4,"Jean W. Holt","323 Greenwood Street","Eden","NC","27288","323 Greenwood Street","","Eden","NC","27288","(336)623-6577","(336)623-6577","FCL-079-005","920563","Active",3
"Rockingham","Kellam's Family Care Home",6,"Mary K. Thomas","109 Roanoke Street","Reidsville","NC","27320","505 Staples St","","Reidsville","NC","27320","(336)342-1388","(336)361-3194","FCL-079-098","920625","Active",3
"Rockingham","Lawson Family Care #2",6,"Mary K. Thomas","704 Willow Street","Reidsville","NC","27320-3034","505 Staples Street","","Reidsville","NC","27320-3034","(336)342-9825","(336)361-3194","FCL-079-076","940655","Active",3
"Rockingham","Lawson's Family Care #3",6,"Graceson Manor Adult Care, LLC","5860 US 29 Business N","Reidsville","NC","27320","P.O. Box 2361","","Reidsville","NC","27320-2361","(336)327-6284","(336)342-4473","FCL-079-088","920656","Active",3
"Rockingham","Leaksville Rest Home",5,"Leaksville Rest Home, LLC","915 Irving Avenue","Eden","NC","27288","915 Irving Avenue","","Eden","NC","27288","(336)623-2200","(336)635-9004","FCL-079-096","920661","Active",3
"Rockingham","Life Stages Assisted Living",6,"Life Stages Assisted Living, LLC","424 Glovenia Street","Eden","NC","27288","P.O. Box 3066","","Martinsville","VA","24115","(732)330-8683","(276)638-2010","FCL-079-100","920831","Active",4
"Rockingham","Life Turn",5,"John & Jennerine Wallace","3008 Highway 150 East","Reidsville","NC","27320","PO Box 1583","","Reidsville","NC","27323","(336)342-2609","(336)342-6362","FCL-079-090","000365","Active",3
"Rockingham","Magnolia House",6,"Care of Diversity, LLC","104 The Boulevard","Eden","NC","27288","104 The Boulevard","","Eden","NC","27288","(336)627-3336","(336)627-3816","FCL-079-101","080383","Active",0
"Rockingham","Mark's Family Care Home #1",6,"Mark & Vonshel Woodson","121 Squirrel Trail","Reidsville","NC","27320","1009 Bennett Street","","Greensboro","NC","27406","(336)349-2585","(336)349-3174","FCL-079-081","956136","Active",3
"Rockingham","Mark's Family Care Home #2",6,"Linda A. Woodson & Rochelle R. Woodson","121 Squirrel Trail","Reidsville","NC","27320","476 Highway NC 87","","Reidsville","NC","27320","(336)349-2585","(336)349-3174","FCL-079-016","920723","Active",3
"Rockingham","Nancy O. Turner Family Care Home II",6,"Nancy O. Turner's Family Care Homes, LLC","165 Turner Farm Lane","Reidsville","NC","27320","165 Turner Farm Lane","","Reidsville","NC","27320","(336)552-3869","(336)342-4458","FCL-079-008","920838","Active",4
"Rockingham","New Graceson Manor Adult Care",6,"Vernell Simpson","116 Gwynn Drive","Reidsville","NC","27320","186 Stockton Rd","","Reidsville","NC","27320","(336)613-2319","(   )   -","FCL-079-104","020852","Active",4
"Rockingham","Oakwood Family Care Home",6,"Melvin L. and Edith Blackwell","511 NC Highway 87","Reidsville","NC","27320","PO Box 202","","Reidsville","NC","27320","(336)342-2960","","FCL-079-019","920874","Active",4
"Rockingham","R & D Wilson Home Care",4,"R & D Wilson Home Care, LLC","1325 E Stadium Drive","Eden","NC","27288-3811","1325 E Stadium Drive","","Eden","NC","27288-3811","(336)635-4307","(336)635-3336","FCL-079-075","080299","Active",4
"Rockingham","Safe Haven #2",6,"Daphne G. Williamson","157 Glendale Drive","Eden","NC","27289","PO Box 1027","","Reidsville","NC","27288","(336)623-1006","(336)939-2235","FCL-079-089","941001","Active",3
"Rockingham","Safe Haven ACH # 3",6,"Daphne G. Williamson","149 Glendale Drive","Eden","NC","27288","PO Box 1027","","Reidsville","NC","27323","(336)623-0897","(336)939-2235","FCL-079-102","970378","Active",0
"Rockingham","Safe Haven Adult Care Home",6,"Daphne Williamson","165 Glendale Drive","Eden","NC","27288","P.O. Box 1027","","Reidsville","NC","27323","(336)623-0791","(336)939-2235","FCL-079-086","921000","Active",4
"Rockingham","The East Adult Care Home #1",6,"Mernella Sheffield 'et al'","843 Worsham Mill Road","Ruffin","NC","27326","PO Box 178","","Ruffin","NC","27326","(336)939-7576","(336)939-7571","FCL-079-002","921187","Active",3
"Rockingham","Whispering Pines Assisted Living",6,"David A. Humphrey Sr. and David A. Humphrey Jr.","149 Highway 87","Reidsville","NC","27320","1156 Horseshoe Trail","","Alton","VA","24520","(336)342-1325","(336)421-3022","FCL-079-109","170129","New",0
"Rowan","Best of Care Family Care Home",6,"Best Of Care Assisted Living, LLC","204 Northdale Avenue","Kannapolis","NC","28081","234 Northdale Avenue","","Kannapolis","NC","28081","(704)933-4339","(704)933-4427","FCL-080-018","944549","Active",4
"Rowan","Bethamy Retreat",6,"Bethamy Enterprises, Inc","102 Ann Street","Spencer","NC","28159","909 N Salisbury Avenue","","Spencer","NC","28159","(704)638-6328","(704)637-1146","FCL-080-001","920094","Active",4
"Rowan","Libby Family Care Home",3,"Libby Jean Blackwell","4035 Woodleaf  Barber Road","Cleveland","NC","27013","4035 Woodleaf  Barber Road","","Cleveland","NC","27013-9140","(704)278-4111","(704)278-4111","FCL-080-024","060653","Active",4
"Rowan","Mary's Family Care Home",5,"Pamula W. Holland","485 Long Ferry Road","Salisbury","NC","28144-0546","485 Long Ferry Road","","Salisbury","NC","28144-0546","(704)637-5653","(   )   -","FCL-080-032","920733","Active",4
"Rutherford","Hope Care Center # 1",6,"Hope Care Center, Inc","5023 US Highway 64","Union Mills","NC","28167","160 Health Care Dr","","Rutherfordton","NC","28139","(828)286-2545","(828)286-4890","FCL-081-047","944559","Active",4
"Rutherford","Hope Care Center # 3",6,"Hope Care Center, Inc.","136 Yelton's Circle","Forest City","NC","28043","160 Health Care Drive","","Rutherfordton","NC","28139","(828)286-4825","(828)288-6296","FCL-081-049","921382","Active",4
"Rutherford","Joyful Home Family Care",6,"Joy Etc, Inc","113 Beacon Hill","Ellenboro","NC","28040-0488","PO Box 488","","Ellenboro","NC","28040","(828)453-0608","(828)453-0608","FCL-081-032","960722","Active",4
"Rutherford","Lisa's Family Care Home #1",6,"Lisa's Family Care Home, LLC","542 Forest Lake Road","Forest City","NC","28043","542 Forest Lake Rd","","Forest City","NC","28043","(828)447-5523","(828)286-1427","FCL-081-054","920394","Active",4
"Rutherford","Lisa's Family Care Home #2",6,"Lisa's Family Care Home, LLC","141 Fox Run","Forest City","NC","28043","542 Forst Lake Rd","","Forest City","NC","28043","(828)248-1053","(828)382-0077","FCL-081-053","920571","Active",4
"Rutherford","Lisa's Family Care Home #3",6,"Lisa's Famiy Care Home, LLC","149 Reid Street","Forest City","NC","28043","542 Forest Lake Rd","","Forest City","NC","28043","(828)248-1127","(828)248-1127","FCL-081-052","944612","Active",3
"Sampson","Cedar Senior Living",6,"Cedar Senior Living, LLC","670 Cedar Lake Lane","Clinton","NC","28328","670 Cedar Lake Lane","","Clinton","NC","28328","(910)590-2195","","FCL-082-026","140203","Active",3
"Sampson","Green Acres Family Care Home",5,"Latrisha Green","631 Williams Street","Clinton","NC","28382","PO Box 1535","","Roseboro","NC","28382","(910)580-9343","(910)590-3129","FCL-082-021","060283","Active",0
"Sampson","Pine Acre Family Care Home",6,"Christopher and Brenda Mitchell","186 Pine Acre Lane","Clinton","NC","28328","186 Pine Acre Lane","","Clinton","NC","28328","(910)592-2803","(910)592-1950","FCL-082-011","920926","Active",3
"Sampson","Pine Acre Family Care Home #2",5,"Christopher and Brenda Mitchell","156 Pine Acre Lane","Clinton","NC","28328","156 Pine Acre Lane","","Clinton","NC","28328","(910)299-0476","(910)592-1950","FCL-082-010","920925","Active",3
"Sampson","Serenity Family Care Home",6,"Erica Fennell","1436 Bland School Road","Harrells","NC","28444","PO Box 377","","Harrells","NC","28444","(910)305-3717","(910)532-2766","FCL-082-017","090924","Active",3
"Sampson","Serenity Family Care Home # 3",5,"Serenity FCH, LLC","100 W Magnolia/Lishon Road","Rose Hill","NC","28458","PO Box 377","","Harrells","NC","28444","(910)729-0786","(910)532-2733","FCL-082-028","140279","Active",0
"Sampson","Serenity Family Care Home #2",6,"Serenity FCH, LLC","912 Buckhorn Road","Harrells","NC","28444","PO Box 377","","Harrells","NC","28444","(910)532-4864","(910)532-2766","FCL-082-025","040467","Active",3
"Stanly","Forever Young Retreat",6,"Jeanne Culp Moore and William T. Moore","44913 Byrd Road","Albemarle","NC","28001-7876","44913 Byrd Road","","Albemarle","NC","28001-7876","(704)422-6530","(704)422-5221","FCL-084-002","980565","Active",4
"Stanly","Forever Young Retreat II",6,"William T. & Jeanne C. Moore","44867 Byrd Road","Albemarle","NC","28001-7808","44867 Byrd Road","","Albemarle","NC","28001-7808","(704)422-6529","(704)422-6528","FCL-084-005","041638","Active",4
"Stanly","Scott's Family Care Home",6,"Bertina Scott","322 Mayo Street","Badin","NC","28009","403 Knollwood Circle","","Albemarle","NC","28001","(704)422-4080","(704)422-4080","FCL-084-010","120270","Active",3
"Stanly","The Homeplace Rest & Retirement",6,"Debra P. & Dwight J. Dennis","42912 Vickers Store Road","Albemarle","NC","28001-8646","42912 Vickers Store Road","","Albemarle","NC","28001-8646","(704)982-9700","(980)581-3128","FCL-084-007","040244","Active",4
"Transylvania","Tore's Home # 7",6,"Tore's Home, Inc","15 Tore's Drive","Brevard","NC","28712","PO Box 362","","Brevard","NC","28712","(828)884-5157","(828)877-2459","FCL-088-011","080848","Active",4
"Transylvania","Tore's Home #1",6,"Tore's Home, Inc.","261 Woodland Terrace","Brevard","NC","28712","PO Box 362","","Brevard","NC","28712","(828)862-4397","(828)862-6937","FCL-088-005","960192","Active",4
"Transylvania","Tore's Home #2",6,"Tore's Home, Inc.","1586 South Country Club Road","Brevard","NC","28712","PO Box 362","","Brevard","NC","28712","(828)883-3235","(828)883-3682","FCL-088-007","980588","Active",3
"Transylvania","Tore's Home #3",6,"Tore's Home, Inc","65 Tore's Dr.","Brevard","NC","28712","P O Box 362","","Brevard","NC","28712","(828)884-9919","(828)884-9053","FCL-088-010","060568","Active",3
"Union","Arcadia Care Home",6,"Arcadia Care Home, LLC","7415  Walnut Crest Drive","Waxhaw","NC","28173","2159 Wedgewood Drive","","Weddington","NC","28104","(704)488-7618","(704)843-9902","FCL-090-029","060066","Active",4
"Union","Avendelle at Wingate",6,"Eliot's Nest, LLC","111 Maye Street","Wingate","NC","28174-3249","PO Box 3249","","Wingate","NC","28174-3249","(704)324-4185","(704)324-4187","FCL-090-040","150111","Active",3
"Union","Caresmatic Estates",6,"Caresmatic Estates, LLC","520 Pembroke Drive","Waxhaw","NC","28173","520 Pembroke Drive","","Waxhaw","NC","28173","(704)246-6760","(704)246-6760","FCL-090-030","090152","Active",4
"Union","Christian Family Care Home",6,"Christian Family Care Homes, Inc","429 E. Franklin Street","Monroe","NC","28110","PO Box 3272","","Monroe","NC","28111","(704)218-5549","(704)218-6457","FCL-090-015","920219","Active",3
"Union","Fairfield Manor",6,"Fairfield Manor, LLC","7414 Olive Branch Road","Marshville","NC","28103","7414 Olive Branch Road","","Marshville","NC","28103","(704)624-0424","(704)831-5349","FCL-090-037","130170","Active",4
"Union","Liberty Family Care",3,"Cornelia A. Moldovan and Daniel Moldovan","9937 Waxhaw Hwy","Waxhaw","NC","28173","9937 Waxhaw Hwy","","Waxhaw","NC","28173","(704)201-6903","(704)256-9576","FCL-090-036","080601","Active",4
"Union","Olive Branch Family Care Home",6,"Olive Branch Family Care Home, LLC","502 N Elm Street","Marshville","NC","28103","PO Box 250","","Marshville","NC","28103","(704)327-4010","(704)831-5349","FCL-090-035","110417","Active",4
"Union","Poplin Terrace",6,"Taletha Graham-Dixon","5601 Poplin Road","Indian Trail","NC","28079","5601 Poplin Road","","Indian Trail","NC","28079","(704)882-4295","(704)882-4295","FCL-090-038","120322","Active",3
"Vance","House of Blessings Family Care Home",5,"AmeriCares Health Services, LLC","1421 Ross Mill Road","Henderson","NC","27537","400 Froyle Ct","","Rolesville","NC","27571","(252)204-5818","(252)431-0448","FCL-091-018","970602","Active",3
"Vance","Rising Hope Health Care Services",6,"Maurice C. Achu","233 Gholson Avenue","Henderson","NC","27536","233 Gholson Avenue","","Henderson","NC","27536","(919)931-8792","(252)572-4009","FCL-091-017","030942","Active",3
"Wake","A Good Life Family Care Home",6,"A Good Life Family Care Home, LLC","4013 Tryon Road","Raleigh","NC","27606","4013 Tryon Road","","Raleigh","NC","27606","(919)834-3966","(919)834-3966","FCL-092-106","040709","Active",3
"Wake","Above and Beyond Expectation",6,"Above and Beyond Expectations, LLC","3905 Iverson Street","Raleigh","NC","27604","2905 Autumn Sunset Court","","Raleigh","NC","27616","(919)673-2146","(252)212-2007","FCL-092-165","100456","Active",2
"Wake","Adorable Family Care Home",6,"Adorable Family Care Home, Inc.","2604 Adcox Place","Raleigh","NC","27610","1801 St Albans Drive Suite G","","Raleigh","NC","27609","(919)754-0529","(919)754-0529","FCL-092-212","060711","Active",0
"Wake","Agape Family Care Home # 1",6,"Agape Family Care Homes, LLC","5024 Dantree Place","Raleigh","NC","27609","PO Box 14963","","Raleigh","NC","27620","(919)234-0016","(919)876-9252","FCL-092-208","110697","Active",3
"Wake","Agape House - Stonehollow",6,"Agape Family Care Homes, LLC","107 Stonehollow Court","Cary","NC","27513","PO Box 14963","","Raleigh","NC","27620","(919)234-6556","(919)876-9252","FCL-092-218","160070","Active",0
"Wake","Allcare Assisted Living",6,"Bainbridge Family Care Home, Inc.","202 Bainbridge Circle","Garner","NC","27529","8303 Six Forks Road","Suite 203","Raleigh","NC","27615","(919)661-0289","(919)246-9096","FCL-092-059","970497","Active",4
"Wake","Ann's Family Care # 4",5,"Crandell's Enterprises Inc","208 Blanchard Street","Raleigh","NC","27603","5312 Six Forks Road # 301","","Raleigh","NC","27609","(919)803-6580","(919)790-7139","FCL-092-169","080240","Active",4
"Wake","Ann's Family Care #6",5,"Crandell Enterprises Inc.","3120 Tuckland Drive","Raleigh","NC","27610","5312 Six Forks Road","Ste. 301","Raleigh","NC","27609","(919)615-1466","(919)790-6990","FCL-092-225","080363","Active",0
"Wake","Ann's Family Care #7",6,"Crandell Enterprises Inc.","101 North Peartree Lane","Raleigh","NC","27610","5312 Six Forks Road","Ste. 301","Raleigh","NC","27609","(919)231-1626","(919)790-6990","FCL-092-226","990630","Active",0
"Wake","Ann's New Day",6,"Crandell's Enterprises, Inc.","400 Parnell Drive","Raleigh","NC","27610","5312 Six Fords Rd","","Raleigh","NC","27609","(919)790-7663","(919)790-6990","FCL-092-232","920686","Active",4
"Wake","Ann's Sunrise II",6,"Crandell's Enterprises, Inc","404 Parnell Drive","Raleigh","NC","27610","5312 Six Forks Road #301","","Raleigh","NC","27609","(919)720-4011","(919)790-7139","FCL-092-178","920687","Active",4
"Wake","Avendelle Assisted Living On Maynard",6,"DC & EC Holdings, LLC","1104 SE Maynard Avenue","Cary","NC","27511","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)650-1679","(919)554-0020","FCL-092-237","160130","Active",3
"Wake","Avendelle Assisted Living at Carlton Pointe",6,"The Haven at Carlton Pointe, LLC","451 Bendemeer Lane","Rolesville","NC","27571","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)435-1250","(919)554-0020","FCL-092-204","140425","Active",3
"Wake","Avendelle Assisted Living at Fuquay",6,"The Haven at Fuquay, LLC","709 Minerva Dale Drive","Fuquay-Varnia","NC","27526","109 Breckenridge Drive","","Garner","NC","27529","(919)285-2974","(919)285-2868","FCL-092-210","150327","Active",3
"Wake","Avendelle Assisted Living at Rolesville",6,"The Haven at Rolesville, LLC","129 Nortwick Road","Rolesville","NC","27571","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)263-8119","(919)554-0020","FCL-092-192","140037","Active",3
"Wake","Avendelle Assisted Living at Shepherds Vineyard",6,"Sewa of Apex, LLC","1100 Wellstone Circle","Apex","NC","27502","113 Highlands Lake Drive","","Cary","NC","27518","(919)446-6222","(919)267-8612","FCL-092-223","160374","Active",0
"Wake","Avendelle Assisted Living at Southern Oaks",6,"The Haven at Southern Oaks, LLC","605 Lawson Cypress Lane","Fuquay Varina","NC","27526","113 Highlands Lake Drive","","Cary","NC","27518","(919)762-7219","(919)285-9227","FCL-092-209","150326","Active",3
"Wake","Avendelle Assisted Living at Waterford Landing",6,"The Haven at Waterford Landing, LLC","1008 Flower Round Court","Raleigh","NC","27610-6318","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)255-6890","(919)554-0020","FCL-092-127","061199","Active",4
"Wake","Avendelle Assisted Living at Weaver Crossing",6,"The Haven at Weaver Crossing, LLC","2768 Weaver Hill Drive","Apex","NC","27502","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)363-6912","(919)554-0020","FCL-092-188","130045","Active",4
"Wake","Avendelle Assisted Living at Wyckford",6,"The Haven at Wyckford, LLC","4520 Dilford Drive","Raleigh","NC","27604","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)696-8760","(919)850-2486","FCL-092-138","080391","Active",4
"Wake","Avendelle Assisted Living on Lazy River",6,"Lazy River, LLC","2268 Lazy River Drive","Raleigh","NC","27610","201 Park at North Hills Street","Apt 504","Raleigh","NC","27609","(919)917-7992","(919)706-5090","FCL-092-222","140307","Active",0
"Wake","Avendelle Assisted Living on Saratoga",6,"The Haven on Saratoga, LLC","3905 Saratoga Drive","Raleigh","NC","27604-3446","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)850-2955","(919)554-0020","FCL-092-215","051044","Active",4
"Wake","Bright Horizon",6,"Bright Horizon, LLC","1405 Falls Church Road","Raleigh","NC","27609-4015","7917 Verona Place","","Raleigh","NC","27613","(919)720-4884","(919)720-4884","FCL-092-199","140125","Active",3
"Wake","Brightside Homes 2",6,"Christiana Ogidi","105 Avery Street","Garner","NC","27529","P O Box 14581","","Raleigh","NC","27620","(919)986-8800","(919)400-5694","FCL-092-231","956889","Active",3
"Wake","Brown's Family Care Home",6,"John E. Brown","8416 James Rest Home Road","New Hill","NC","27562","P.O. Box 94","","New Hill","NC","27562","(919)362-6686","(919)362-5492","FCL-092-005","920141","Active",3
"Wake","Care Innovations of North Carolina",4,"Olusesi Tawakalit","2409 Horton Road","Knightdale","NC","27545","2409 Horton Road","","Knightdale","NC","27545","(919)749-7677","(919)749-7677","FCL-092-236","080191","New",3
"Wake","Cary Family Care",3,"Mark W. Truesdell & Lillian Tolo-McKeithan","545 Front Ridge Drive","Cary","NC","27519","545 Front Ridge Drive","","Cary","NC","27519","(919)323-9443","(919)377-2457","FCL-092-219","160167","Active",0
"Wake","Charlotte's Care Home at Saybrooke",6,"Charlotte's Care Home at Saybrooke, LLC","6320 Saybrooke Drive","Raleigh","NC","27604","5326 Stowercroft Lane","","Raleigh","NC","27616","(919)878-1912","(919)790-9970","FCL-092-240","080602","Ownership Changed",4
"Wake","Common Ground at River Knoll",6,"Common Ground Living, LLC","1616 River Knoll Drive","Raleigh","NC","27610","1616 Riverknoll Drive","","Raleigh","NC","27610","(919)212-3807","(919)212-3807","FCL-092-149","090107","Active",4
"Wake","Compassionate Place Home",5,"Compassionate Place Home Inc.","3401 Sheryl Drive","Raleigh","NC","27604","3401 Sheryl Drive","","Raleigh","NC","27604","(919)325-0722","(919)325-0722","FCL-092-135","080301","Active",3
"Wake","Country Wood # 3",5,"Country Wood Family Care, LLC","5027 Jackson King Road","Raleigh","NC","27603","P.O. Box 27063","","Raleigh","NC","27611","(919)615-1078","(919)772-7575","FCL-051-055","150085","Active",0
"Wake","Elsie's Place",6,"Stavco Properties Inc","10916 Raven Rock Drive","Raleigh","NC","27614","1944 Wilton Circle","","Raleigh","NC","27615","(919)847-9495","(919)847-9493","FCL-092-102","040372","Active",3
"Wake","Fairfax Hills Senior Living",6,"North Hills Senior Living, Inc.","5313 Falls of Neuse Road","Raleigh","NC","27609","PO Box 17614","","Raleigh","NC","27619","(919)744-8125","(919)574-2557","FCL-092-239","150065","New",0
"Wake","Falls of Neuse Senior Living",3,"Falls of Neuse Senior Living, Inc.","5204 Cherrywood Court","Raleigh","NC","27609","5204 Cherrywood Court","","Raleigh","NC","27609","(919)977-3364","(919)997-3364","FCL-092-217","040690","Active",0
"Wake","Gracie Sturdivant @ North Raleigh",6,"Gracie Sturdivant Care Home at North Raleigh, Inc.","2445 Deanwood Drive","Raleigh","NC","27615","217 Crestview Drive","","Raleigh","NC","27609","(919)846-2389","(919)571-2616","FCL-092-198","140204","Active",3
"Wake","Gracie Sturdivant Care Home",6,"Gracie Sturdivant Care Home, LLC","1004 Edenburghs Keep Drive","Knightdale","NC","27545","217 Crestview Road","","Raleigh","NC","27609","(919)217-8984","(919)261-8330","FCL-092-150","080591","Active",4
"Wake","Jackson Family Care Home",5,"Bobby Dante' Judd","221 East Barbee St","Zebulon","NC","27597","5641 Quail Covey Lane","","Wendell","NC","27591","(919)404-0628","(919)266-7901","FCL-092-189","060705","Active",3
"Wake","Kelley's Family Care Home",6,"Thomas A. Tuschel","1919 High Holly Lane","Raleigh","NC","27614","3005 Suncrest Village Lane","","Raleigh","NC","27616","(919)896-4195","","FCL-092-233","160520","Active",0
"Wake","Lynn's Home at Riverside",6,"Lynn's Care Home at Riverside, LLC","5614 Apalachicula Drive","Raleigh","NC","27616","PO Box 10215","","Raleigh","NC","27605","(919)878-8719","(919)516-0796","FCL-092-174","120019","Active",4
"Wake","Midtown Senior Living",3,"Midtown Senior Living, LLC","6220 Dresden Lane","Raleigh","NC","27622","PO Box 32271","","Raleigh","NC","27622","(919)803-0127","(919)803-0534","FCL-092-207","130009","Active",3
"Wake","Mims Family Care Home",6,"Joyce Ann Mims & Lisa M. Mims","6337 Mims Road","Holly Springs","NC","27540","6337 Mims Road","","Holly Springs","NC","27540","(919)552-6455","(919)552-6455","FCL-092-045","944477","Active",4
"Wake","North Hills Senior Living",3,"North Hills Senior Living, Inc","110 Dartmouth Road","Raleigh","NC","27609","110 Dartmouth Rd","","Raleigh","NC","27609","(919)571-2556","(919)571-2557","FCL-092-151","080028","Active",3
"Wake","Novelty Healthcare Services",6,"Novelty Healthcare Services, Inc.","1101 Loxley Place","Raleigh","NC","27610","4004 Beaufain Street","","Raleigh","NC","27604","(919)977-5188","(919)977-5188","FCL-092-206","040067","Active",3
"Wake","Novelty Healthcare Services II",6,"Novelty Healthcare Services, Inc.","6704 Shanghi Drive","Willow Springs","NC","27592","4004 Beaufain Street","","Raleigh","NC","27604","(919)977-5188","(919)977-5188","FCL-092-228","921183","Active",3
"Wake","Poole Road Family Care Home",6,"Denise Lucas","5818 Poole Road","Raleigh","NC","27610","5818 Poole Road","","Raleigh","NC","27610","(919)345-9087","(919)231-5011","FCL-092-080","920742","Active",4
"Wake","R & S Family Care Home # 1",5,"Zackary Roland","1445 Sawyer Road","Raleigh","NC","27610","1445 Sawyer Road","","Raleigh","NC","27610","(919)821-4546","(919)900-7216","FCL-092-030","921070","Active",3
"Wake","Renaissance Care Home at Neuse River Estates",6,"Rosie's Care Home Inc.","3604 Neuse Estates Drive","Raleigh","NC","27604","5333 Indigo Moon Way","","Raleigh","NC","27613","(919)878-1524","","FCL-092-238","160583","New",0
"Wake","Rose Hill #2",6,"Roseline Nwadigo","2305 Glascock Street","Raleigh","NC","27610","1705 Beacon Bluff St","","Raleigh","NC","27604","(919)896-8233","(919)896-8233","FCL-092-234","940988","Active",4
"Wake","Rose Hill Family Care",6,"Rose-Hill Care Home LLC","1116 Beverly Drive","Raleigh","NC","27610","1705 Beacon Bluff St","","Raleigh","NC","27604","(919)522-8581","(919)222-2064","FCL-092-220","100643","Active",4
"Wake","Seagraves Family Home",6,"Margaret Seagraves & Samuel Seagraves","1052 Irongate","Apex","NC","27502","P.O. Box 39","","Apex","NC","27502","(919)362-8556","(919)362-0754","FCL-092-031","921074","Active",3
"Wake","Tender Touch FCH",4,"Tender Touch FCH of Raleigh, Inc","2005 Ann Avenue","Raleigh","NC","27610","PO Box 41442","","Raleigh","NC","27629","(919)798-8098","(919)803-3043","FCL-092-163","070088","Active",3
"Wake","The Haven at Heritage",6,"The Haven at Heritage, LLC","5112 Granitic Drive","Rolesville","NC","27571","1537 Green Mountain Drive","","Wake Forest","NC","27587","(919)435-6145","(919)554-0020","FCL-092-230","160408","New",0
"Wake","The Manor at Coventry Creek",6,"Esliker-Samuels Inc.","5124 Werribee Drive","Raleigh","NC","27616","5812 Snooks Trail","","Wake Forest","NC","27587","(919)264-0775","(919)435-0883","FCL-092-132","070547","Active",4
"Wake","The Manor at Edgewater",6,"Esliker-Samuels, Inc.","1038 Stormy Lane","Raleigh","NC","27610","5812 Snooks Trail","","Wake Forest","NC","27587","(919)264-0775","(919)435-0883","FCL-092-153","090012","Active",3
"Wake","The Manor at Perry Creek",6,"Esliker-Samuels, Inc.","7305 Perry Creek Road","Raleigh","NC","27616","5812 Snooks Trail","","Wake Forest","NC","27587","(919)977-3367","(919)435-0883","FCL-092-201","140300","Active",3
"Wake","The Retreat at Cary",6,"TLowman Properties, LLC","309 Tweed Circle","Cary","NC","27511","6521 Willowlawn Drive","","Wake Forest","NC","27587","(919)468-3096","(844)274-0125","FCL-092-216","150484","Active",3
"Wake","Tiffany's Family Care Home",6,"Helena Jones","1139 - A  Benson Road","Garner","NC","27529","P.O. Box 241","","Garner","NC","27529","(919)772-3755","(919)879-8402","FCL-092-035","921234","Active",4
"Wake","Val's Family Care Home",3,"Val's Family Care, LLC","3708 Rock Creek Drive","Raleigh","NC","27609","3708 Rock Creek Drive","","Raleigh","NC","27609","(919)606-9804","","FCL-092-194","140005","Active",3
