FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
42010,11679121,UNCLASSIFIED,COSTCO,704-501-2402,500 TYVOLA ROAD, ,CHARLOTTE,NC,28217,3504,MECKLENBURG,37119, , , , ,2010-05-26T00:00:00.000Z,ALT REF,2010-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28235607,-80.884923,35.1610995,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.COSTCO.COM,1053421685,2,COSTCO WHOLESALE CORPORATION,COSTCO PHARMACY,3,500 TYVOLA RD, ,CHARLOTTE,NC,282173504,US, , ,08/30/2006,07/08/2007,333600000X,7792,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42011,11672729,UNCLASSIFIED,WALGREENS - 6690,336-923-2367,3634 REYNOLDA ROAD, ,WINSTON SALEM,NC,27106,2230,FORSYTH,37067, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125490831,-80.3155504,36.155297,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1013924018,2,WALGREEN CO,WALGREENS #06690,3,1901 E VOORHEES ST,MS #720,DANVILLE,IL,618344509,US,2175548964,2175548546,08/02/2006,10/03/2008,3336C0003X, , ,332B00000X, , ,333600000X,8438,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42013,11681273,UNCLASSIFIED,CVS - 4381,336-342-4741,1615 WAY STREET, ,REIDSVILLE,NC,27320,5748,ROCKINGHAM,37157, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102922981,-79.6572949,36.3408376,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1417050287,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY 04381,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,10/19/2009,3336C0003X, , ,333600000X,6756,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42014,11684624,UNCLASSIFIED,CVS - 4202,704-482-0336,1830 WEST DIXON BOULEVARD, ,SHELBY,NC,28152,4351,CLEVELAND,37045, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,109843375,-81.5736645,35.2955953,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1013011782,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/12/2006,02/27/2008,3336C0003X, , ,333600000X,6775,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42015,11669293,UNCLASSIFIED,WALGREENS - 7647,336-659-9233,3488 ROBINHOOD ROAD, ,WINSTON SALEM,NC,27106,4702,FORSYTH,37067, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125500754,-80.318434,36.1184111,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1932114931,2,WALGREEN CO,WALGREENS #07647,3,1901 E VOORHEES ST,MAILSTOP #720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,8397,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42016,11665043,UNCLASSIFIED,PHARMACY LAND,336-635-6450,137 NORTH FIELDCREST ROAD, ,EDEN,NC,27288,3947,ROCKINGHAM,37157, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102393374,-79.6936069,36.5172239,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1528089463,2,PHARMACY LAND, , ,137 N FIELDCREST RD, ,EDEN,NC,272883947,US,3366356450,3366356540,07/23/2006,07/09/2007,3336C0003X,05651,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42017,11666006,UNCLASSIFIED,TARGET,704-864-2463,197 OLD NEW HOPE ROAD, ,GASTONIA,NC,28054,4862,GASTON,37071, , , , ,2010-09-20T00:00:00.000Z,ALT REF,2010-09-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28218282,-81.1533199,35.2604585,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1871515437,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,07/24/2006,09/15/2008,332B00000X, , ,333600000X, , ,3336C0003X,7212,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42018,11680828,UNCLASSIFIED,CVS - 3803,704-663-3438,559 RIVER HIGHWAY, ,MOORESVILLE,NC,28117,6829,IREDELL,37097, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,757156059,-80.8696629,35.5944228,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1346343100,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY 03803,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,10/19/2009,3336C0003X, , ,333600000X,6732,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42019,11640765,UNCLASSIFIED,TAS DRUG,704-435-5082,500 WEST CHURCH STREET, ,CHERRYVILLE,NC,28021,2812,GASTON,37071, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,40501558,-81.3859771,35.3807107,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://TASDRUG.COM/WP,1760591796,2,"TAS DRUG, INC", , ,500 W CHURCH ST, ,CHERRYVILLE,NC,280212812,US,7044355082,7044358661,08/30/2006,10/23/2008,3336C0003X,5423,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42020,11681398,UNCLASSIFIED,CVS - 4441,336-881-1040,1119 EASTCHESTER DRIVE, ,HIGH POINT,NC,27265,3113,GUILFORD,37081, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,747410181,-79.9994591,35.9926263,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1447353149,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 04441,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6679,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42021,11660922,UNCLASSIFIED,WAL-MART SUPERCENTER - 1132,336-626-5675,1226 EAST DIXIE DRIVE, ,ASHEBORO,NC,27203,8856,RANDOLPH,37151, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,116023012,-79.7895436,35.6921497,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1972520112,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,332B00000X, , ,333600000X, , ,3336C0003X,7938,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42023,11655687,UNCLASSIFIED,THE HAWTHORNE PHARMACY,336-768-1815,1622 SOUTH HAWTHORNE ROAD, ,WINSTON SALEM,NC,27103,4103,FORSYTH,37067, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17059555,-80.2906287,36.0783211,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1366472292,2,THE HAWTHORNE PHARMACY LLC, , ,1622 SOUTH HAWTHORNE ROAD, ,WINSTON-SALEM,NC,271034103,US,3367681815,3367680518,07/04/2006,07/08/2007,333600000X,NC06232,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42024,11656512,UNCLASSIFIED,KMART,336-584-1947,529 HUFFMAN MILL ROAD, ,BURLINGTON,NC,27215,5120,ALAMANCE,37001, , , , ,2010-05-14T00:00:00.000Z,ALT REF,2010-05-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,716119248,-79.4935804,36.074976,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KMART.COM,1386675437,2,K MART CORP,KMART PHARMACY4961,3,3333 BEVERLY RD,AC 367 B,HOFFMAN ESTATES,IL,601790001,US,8472864089,8472861603,07/06/2006,07/27/2009,332B00000X, , ,3336C0003X,9067,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42025,11648081,UNCLASSIFIED,CENTER STREET PHARMACY,336-248-5048,316 EAST CENTER STREET, ,LEXINGTON,NC,27292,4108,DAVIDSON,37057, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102516740,-80.2483002,35.8198367,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1881652881,2,CENTER STREET PHARMACY INC, , ,316 EAST CENTER STREET, ,LEXINGTON,NC,27292,US,3362485048,3362482102,05/02/2006,07/08/2007,3336C0003X,08285,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42026,11702678,UNCLASSIFIED,DOWNTOWN HEALTH PLAZA PHARMACY,336-713-9534,1200 NORTH MARTIN LUTHER KING JUNIOR DRIVE, ,WINSTON SALEM,NC,27101,3006,FORSYTH,37067, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,135926185,-80.2396843,36.1043204,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WFUBMC.EDU,1801917364,2,NORTH CAROLINA BAPTIST HOSPITAL,DOWNTOWN HEALTH PLAZA PHARMACY,3,1200 N MARTIN LUTHER KING JR DR, ,WINSTON SALEM,NC,271013006,US,3367139677,3367139529,04/03/2007,12/17/2009,333600000X, , ,3336C0003X,NC07099,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42028,11709565,UNCLASSIFIED,NEIL'S COMPOUNDING PHARMACY,704-947-3220,9801 KINCEY AVENUE,SUITE 155,HUNTERSVILLE,NC,28078,3106,MECKLENBURG,37119, , , , ,2010-05-25T00:00:00.000Z,ALT REF,2010-05-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,40504532,-80.8628791,35.405247,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NEILSPHARMACY.COM,1730329863,2,NEIL DRUG CO INC,NEIL'S COMPOUNDING PHARMACY,3,9801 KINCEY AVE,SUITE 155,HUNTERSVILLE,NC,280783110,US, , ,03/03/2009,03/03/2009,3336C0004X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42029,11689556,UNCLASSIFIED,BI-LO - 413,704-391-0354,2924 MOUNT HOLLY HUNTERSVILLE ROAD, ,CHARLOTTE,NC,28214,9396,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28209916,-80.9514839,35.3190029,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1922191113,2,"BI-LO, LLC.",BI-LO PHARMACY #413,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,10/02/2006,10/26/2007,332B00000X,8938,NC,3336C0003X,8938,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42030,11678691,UNCLASSIFIED,KERR DRUG,704-528-0043,533 NORTH MAIN STREET, ,TROUTMAN,NC,28166,8526,IREDELL,37097, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,22933141,-80.8954432,35.7106203,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KERRDRUG.COM,1477663177,2,KERR DRUG INC A DELAWARE COMPANY,KERR DRUG 227,3,522 N MAIN ST, ,TROUTMAN,NC,281669529,US, , ,08/30/2006,07/08/2007,333600000X,6935,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42033,11672692,UNCLASSIFIED,WALGREENS - 6315,336-885-7766,2019 NORTH MAIN STREET, ,HIGH POINT,NC,27262,2133,GUILFORD,37081, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17074004,-80.0235742,35.9821889,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1245247204,2,WALGREEN CO,WALGREENS #06315,3,1901 E VOORHEES ST,MAILSTOP #720,DANVILLE,IL,618344509,US,2175548964,2175548546,08/02/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,7920,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42034,11707105,UNCLASSIFIED,DILWORTH DRUG,704-910-4288,1235 EAST BOULEVARD,SUITE J,CHARLOTTE,NC,28203,5876,MECKLENBURG,37119, , , , ,2010-05-21T00:00:00.000Z,ALT REF,2010-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28231515,-80.8450713,35.2027411,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DILWORTHDRUG.COM,1669649133,2,"DILWORTH DRUGS, LLC",DILWORTH DRUG,3,1235 EAST BLVD STE J, ,CHARLOTTE,NC,282035876,US,7049104288,7049104294,05/13/2008,05/13/2008,333600000X,10074,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42036,11707356,UNCLASSIFIED,A PLUS PHARMACY,704-333-0970,3010 MONROE ROAD,SUITE 101,CHARLOTTE,NC,28205,7533,MECKLENBURG,37119, , , , ,2010-05-24T00:00:00.000Z,ALT REF,2010-05-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28231351,-80.8045091,35.2038498,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.APLUSPH.COM,1548420912,2,A PLUS PHARMACY INC,A PLUS PHARMACY INC,3,3010 MONROE RD,STE 101,CHARLOTTE,NC,282057532,US,7043330970,7043330907,06/10/2008,10/01/2009,332B00000X, , ,3336C0003X,10227,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42037,11661330,UNCLASSIFIED,SAM'S CLUB - 6414,704-866-0121,3540 EAST FRANKLIN BOULEVARD, ,GASTONIA,NC,28056,6297,GASTON,37071, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17145983,-81.117413,35.2611618,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SAMSCLUB.COM,1417974684,2,SAMS EAST INC,SAMS PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,333600000X, , ,332B00000X, , ,3336C0003X,7858,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42039,11665888,UNCLASSIFIED,SOUTHSIDE HEALTH MART PHARMACY,704-873-7612,430 WESTERN AVENUE, ,STATESVILLE,NC,28677,5730,IREDELL,37097, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102527047,-80.8907944,35.776121,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHMART.COM,1073535647,2,BEAM & CHAPMAN INC,SOUTHSIDE DRUG COMPANY,3,430 WESTERN AVE, ,STATESVILLE,NC,286775730,US,7048737612,7048728037,07/24/2006,01/22/2010,3336C0003X,5229,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42040,11682040,UNCLASSIFIED,CVS - 7031,336-668-1085,2210 FLEMING ROAD, ,GREENSBORO,NC,27410,9371,GUILFORD,37081, , , , ,2010-05-26T00:00:00.000Z,ALT REF,2010-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,749088900,-79.905793,36.1265027,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1194828681,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #07031,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/28/2008,3336C0003X, , ,333600000X,6658,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42041,11646816,UNCLASSIFIED,AKERS PHARMACY INCORPORATED,704-865-3411,1595 EAST GARRISON BOULEVARD, ,GASTONIA,NC,28054,5138,GASTON,37071, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,783518898,-81.1567208,35.2525009,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.AKERSPHARMACY.COM,1003890252,2,AKERS PHARMACY INC,AKERS PHARMACY INC,3,1595 E GARRISON BLVD, ,GASTONIA,NC,280545138,US, , ,12/01/2005,10/10/2008,333600000X, , ,3336C0003X,1831,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42042,11647043,UNCLASSIFIED,FAMILY PHARMACY,704-872-7060,208 OLD MOCKSVILLE ROAD, ,STATESVILLE,NC,28625,1930,IREDELL,37097, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102905633,-80.8300073,35.817392,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.FAMILYPHARMACYNC.COM,1538145610,2,"FAMILY PHARMACY OF STATESVILLE, INC", , ,208 OLD MOCKSVILLE RD, ,STATESVILLE,NC,286251930,US,7048720296,7048718156,12/20/2005,07/09/2007,333600000X,04383,NC,332B00000X,04383,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42044,11641184,UNCLASSIFIED,CVS - 2314,704-896-3691,19305 WEST CATAWBA AVENUE, ,CORNELIUS,NC,28031,8649,MECKLENBURG,37119, , , , ,2010-05-24T00:00:00.000Z,ALT REF,2010-05-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,40503329,-80.8919269,35.4756267,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1659430999,2,CORNELIUS CVS INC,CVS PHARMACY,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,12/06/2006,02/29/2008,3336C0003X, , ,333600000X,7181,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42047,11680880,UNCLASSIFIED,CVS - 7339,336-591-8629,610 NORTH MAIN STREET, ,WALNUT COVE,NC,27052,9248,STOKES,37169, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102956536,-80.1410532,36.2999566,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1952404642,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY #07339,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6801,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42048,11698561,UNCLASSIFIED,CVS - 6402,704-892-7211,127 SOUTH MAIN STREET, ,DAVIDSON,NC,28036,8096,MECKLENBURG,37119, , , , ,2010-05-24T00:00:00.000Z,ALT REF,2010-05-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127865448,-80.8485515,35.4981196,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1578614467,2,"REVCO DISCOUNT DRUG CENTERS, INC.",CVS PHARMACY # 06402,3,1 CVS DR,BOX 1075 - PHARMACY ENROLLMENTS,WOONSOCKET,RI,028956146,US,4017651500,4017707108,01/16/2007,10/19/2009,332B00000X,6599,NC,3336C0003X, , ,333600000X,6599,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42049,11705848,UNCLASSIFIED,HARRIS TEETER - 268,704-892-5814,431 PENINSULA DRIVE,DAVIDSON COMMONS,DAVIDSON,NC,28036, ,MECKLENBURG,37119, , , , ,2010-05-24T00:00:00.000Z,ALT REF,2010-05-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES, ,-80.8602124,35.5004609,TGS,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1558545111,2,"HARRIS TEETER, INC.",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,12/19/2007,02/11/2008,3336C0003X,9955,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42051,11709233,UNCLASSIFIED,MEDICAL CENTER PHARMACY,704-867-5343,515 COX ROAD, ,GASTONIA,NC,28054,0628,GASTON,37071, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28217143,-81.1345219,35.2664488,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1477791986,2,"GASTON ENTERPRISES, INC.",MEDICAL CENTER PHARMACY,3,515 COX RD, ,GASTONIA,NC,280540628,US,7048675343,7048641499,01/22/2009,01/22/2009,333600000X,3679,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42052,11689398,UNCLASSIFIED,FOOD LION - 1689,919-742-9969,109 FOOD LION PLAZA, ,SILER CITY,NC,27344,2835,CHATHAM,37037, , , , ,2010-06-15T00:00:00.000Z,ALT REF,2010-06-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES, ,-79.4410726,35.735173,TGS,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.FOODLION.COM,1871686246,2,FOOD LION LLC,FOOD LION PHARMACY #1689,3,PO BOX 1000, ,PORTLAND,ME,041045005,US,2078853161,2078853121,09/30/2006,08/08/2008,332B00000X,7741,NC,3336C0003X,7741,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
